Subject	Block	Stim.Arousal	Stim.Valence	StimuliList
6172	1	1	5	26
6172	2	2	5	41
6172	3	2	2	27
6172	4	4	5	2
6172	5	1	5	23
6172	6	5	5	9
6172	7	1	2	29
6172	8	2	1	40
6172	9	2	1	35
6172	10	3	5	6
6172	11	2	5	13
6172	12	2	1	28
6172	13	2	3	15
6172	14	4	2	38
6172	15	3	2	22
6172	16	3	3	7
6172	17	2	3	12
6172	18	4	2	34
6172	19	3	5	5
6172	20	4	1	36
6172	21	3	3	39
6172	22	2	3	45
6172	23	3	4	44
6172	24	3	5	17
6172	25	3	3	16
6172	26	3	4	24
6172	27	3	4	20
6172	28	3	2	33
6172	29	4	2	21
6172	30	3	3	11
6172	31	3	3	14
6172	32	3	4	8
6172	33	3	1	31
6172	34	2	2	30
6172	35	3	4	19
6172	36	3	3	42
6172	37	3	3	43
6172	38	3	4	3
6172	39	5	1	37
6172	40	2	5	1
6172	41	4	5	10
6172	42	1	3	25
6172	43	1	3	32
6172	44	3	3	18
6172	45	3	5	4
76101	1	2	4	41
76101	2	4	5	14
76101	3	2	4	26
76101	4	3	3	12
76101	5	2	3	24
76101	6	4	5	11
76101	7	3	2	44
76101	8	4	3	28
76101	9	5	1	34
76101	10	1	4	23
76101	11	5	2	36
76101	12	1	3	17
76101	13	2	2	22
76101	14	5	5	1
76101	15	4	1	33
76101	16	1	3	16
76101	17	4	5	5
76101	18	5	4	7
76101	19	3	4	3
76101	20	3	1	31
76101	21	5	5	6
76101	22	4	4	2
76101	23	1	3	43
76101	24	4	4	8
76101	25	2	1	37
76101	26	3	5	9
76101	27	1	3	15
76101	28	4	5	4
76101	29	3	2	32
76101	30	1	3	39
76101	31	2	1	40
76101	32	4	1	35
76101	33	3	3	42
76101	34	4	1	30
76101	35	3	5	13
76101	36	3	1	29
76101	37	4	2	38
76101	38	1	4	19
76101	39	4	4	45
76101	40	1	3	21
76101	41	2	4	25
76101	42	3	1	27
76101	43	4	5	10
76101	44	1	3	20
76101	45	1	4	18
76102	1	3	4	2
76102	2	4	5	7
76102	3	3	4	11
76102	4	1	4	16
76102	5	2	3	21
76102	6	1	4	20
76102	7	4	1	37
76102	8	2	3	13
76102	9	2	3	19
76102	10	4	2	28
76102	11	1	3	18
76102	12	3	4	9
76102	13	2	3	45
76102	14	4	1	38
76102	15	1	4	24
76102	16	2	3	14
76102	17	4	4	1
76102	18	1	4	29
76102	19	4	2	34
76102	20	2	2	27
76102	21	5	2	35
76102	22	4	2	22
76102	23	4	4	4
76102	24	2	4	17
76102	25	4	1	36
76102	26	3	5	6
76102	27	1	2	33
76102	28	1	2	30
76102	29	2	4	26
76102	30	1	3	43
76102	31	1	4	10
76102	32	4	3	12
76102	33	4	3	44
76102	34	4	2	39
76102	35	4	3	42
76102	36	1	3	23
76102	37	3	4	15
76102	38	4	3	32
76102	39	4	4	5
76102	40	4	3	25
76102	41	4	2	31
76102	42	2	3	41
76102	43	3	4	3
76102	44	2	2	40
76102	45	3	2	8
76103	1	3	3	23
76103	2	3	4	14
76103	3	3	4	10
76103	4	4	4	1
76103	5	3	4	3
76103	6	3	2	31
76103	7	3	3	18
76103	8	4	2	27
76103	9	4	2	28
76103	10	4	4	24
76103	11	3	3	21
76103	12	3	3	11
76103	13	4	2	29
76103	14	3	3	44
76103	15	3	3	26
76103	16	4	2	33
76103	17	3	3	40
76103	18	3	3	8
76103	19	3	3	22
76103	20	3	1	38
76103	21	3	3	25
76103	22	3	3	39
76103	23	4	1	36
76103	24	3	3	45
76103	25	4	1	34
76103	26	4	4	4
76103	27	3	4	9
76103	28	3	3	42
76103	29	3	3	15
76103	30	4	4	6
76103	31	4	4	2
76103	32	3	4	17
76103	33	3	2	12
76103	34	3	2	41
76103	35	3	1	37
76103	36	3	3	30
76103	37	3	3	32
76103	38	4	2	35
76103	39	3	3	16
76103	40	3	4	20
76103	41	3	3	43
76103	42	3	5	5
76103	43	3	3	19
76103	44	3	3	13
76103	45	3	4	7
76104	1	3	3	8
76104	2	3	2	27
76104	3	3	3	31
76104	4	3	3	42
76104	5	5	5	1
76104	6	3	5	9
76104	7	3	3	40
76104	8	3	5	10
76104	9	3	3	20
76104	10	4	5	2
76104	11	3	2	37
76104	12	3	3	22
76104	13	4	3	45
76104	14	3	3	13
76104	15	3	2	30
76104	16	3	3	24
76104	17	3	2	28
76104	18	4	1	36
76104	19	3	5	7
76104	20	3	3	21
76104	21	3	3	16
76104	22	3	3	12
76104	23	3	5	5
76104	24	3	3	18
76104	25	4	4	26
76104	26	4	5	4
76104	27	3	4	17
76104	28	3	4	3
76104	29	3	4	11
76104	30	3	3	25
76104	31	3	3	15
76104	32	4	3	41
76104	33	3	4	14
76104	34	3	2	29
76104	35	4	1	34
76104	36	3	3	32
76104	37	3	2	35
76104	38	4	4	6
76104	39	3	3	43
76104	40	3	3	23
76104	41	4	1	38
76104	42	4	1	33
76104	43	3	3	39
76104	44	3	3	44
76104	45	3	3	19
76105	1	3	3	3
76105	2	3	3	1
76105	3	5	5	11
76105	4	3	3	32
76105	5	3	4	9
76105	6	3	3	12
76105	7	3	4	2
76105	8	3	3	36
76105	9	3	3	27
76105	10	3	3	22
76105	11	3	3	30
76105	12	3	3	13
76105	13	3	3	7
76105	14	3	3	23
76105	15	3	3	33
76105	16	3	3	40
76105	17	3	3	18
76105	18	3	3	42
76105	19	3	3	26
76105	20	3	3	29
76105	21	3	3	16
76105	22	3	2	28
76105	23	3	4	41
76105	24	3	3	15
76105	25	3	2	34
76105	26	3	4	5
76105	27	3	3	44
76105	28	3	3	43
76105	29	3	3	19
76105	30	3	3	25
76105	31	3	3	20
76105	32	3	3	4
76105	33	1	1	38
76105	34	3	3	21
76105	35	3	3	39
76105	36	3	3	24
76105	37	3	3	8
76105	38	3	3	17
76105	39	5	5	14
76105	40	3	3	45
76105	41	3	3	31
76105	42	3	3	35
76105	43	3	3	37
76105	44	3	3	6
76105	45	4	5	10
76106	1	5	3	20
76106	2	3	1	27
76106	3	5	5	31
76106	4	5	1	34
76106	5	5	3	32
76106	6	4	1	16
76106	7	4	1	22
76106	8	5	3	10
76106	9	3	1	41
76106	10	5	5	17
76106	11	5	3	11
76106	12	4	2	23
76106	13	4	5	42
76106	14	5	4	3
76106	15	5	1	35
76106	16	5	3	5
76106	17	4	1	21
76106	18	5	5	14
76106	19	5	5	24
76106	20	3	1	40
76106	21	5	3	4
76106	22	5	3	1
76106	23	3	1	18
76106	24	5	3	15
76106	25	4	1	7
76106	26	4	5	19
76106	27	5	3	2
76106	28	5	1	33
76106	29	5	5	12
76106	30	2	3	44
76106	31	4	5	39
76106	32	4	2	30
76106	33	5	3	9
76106	34	5	3	6
76106	35	5	1	28
76106	36	4	4	29
76106	37	5	1	38
76106	38	2	5	25
76106	39	5	4	26
76106	40	5	5	8
76106	41	5	1	37
76106	42	5	5	43
76106	43	4	5	45
76106	44	5	1	36
76106	45	5	3	13
76107	1	3	3	40
76107	2	3	3	43
76107	3	3	4	19
76107	4	3	3	22
76107	5	4	2	34
76107	6	3	4	39
76107	7	3	4	44
76107	8	3	2	12
76107	9	3	3	8
76107	10	3	4	4
76107	11	4	2	33
76107	12	4	2	38
76107	13	3	3	45
76107	14	3	3	16
76107	15	3	3	28
76107	16	3	3	24
76107	17	3	3	13
76107	18	3	4	9
76107	19	3	3	42
76107	20	4	4	5
76107	21	3	2	37
76107	22	3	3	17
76107	23	3	3	31
76107	24	3	4	10
76107	25	3	3	21
76107	26	3	3	30
76107	27	3	2	36
76107	28	4	4	6
76107	29	3	3	18
76107	30	3	3	26
76107	31	3	3	23
76107	32	3	3	27
76107	33	3	3	41
76107	34	3	4	2
76107	35	3	3	25
76107	36	3	3	35
76107	37	3	3	29
76107	38	3	4	1
76107	39	3	3	3
76107	40	3	4	7
76107	41	3	3	14
76107	42	3	3	32
76107	43	3	3	15
76107	44	3	3	20
76107	45	3	4	11
76108	1	3	3	25
76108	2	3	5	34
76108	3	1	3	30
76108	4	3	3	23
76108	5	3	5	33
76108	6	3	1	38
76108	7	3	1	37
76108	8	1	3	29
76108	9	3	5	2
76108	10	3	3	21
76108	11	3	1	44
76108	12	5	3	6
76108	13	3	1	36
76108	14	1	3	42
76108	15	5	3	3
76108	16	3	1	40
76108	17	1	3	45
76108	18	3	5	5
76108	19	3	3	16
76108	20	5	3	4
76108	21	5	3	24
76108	22	3	3	13
76108	23	3	1	35
76108	24	1	3	41
76108	25	3	1	32
76108	26	5	3	14
76108	27	3	3	22
76108	28	5	3	17
76108	29	3	5	1
76108	30	3	5	8
76108	31	3	1	31
76108	32	5	3	26
76108	33	1	3	11
76108	34	5	3	10
76108	35	3	5	28
76108	36	3	3	7
76108	37	3	5	43
76108	38	1	3	12
76108	39	3	5	20
76108	40	3	3	19
76108	41	3	3	39
76108	42	3	3	18
76108	43	3	5	9
76108	44	3	5	15
76108	45	5	3	27
76109	1	3	5	29
76109	2	4	5	5
76109	3	4	3	30
76109	4	3	3	16
76109	5	4	4	36
76109	6	3	3	20
76109	7	4	4	13
76109	8	4	4	14
76109	9	4	4	6
76109	10	4	5	7
76109	11	4	4	34
76109	12	4	3	8
76109	13	3	3	42
76109	14	4	5	11
76109	15	4	5	10
76109	16	4	3	4
76109	17	3	3	32
76109	18	2	3	44
76109	19	2	3	41
76109	20	4	5	1
76109	21	3	3	43
76109	22	4	3	38
76109	23	4	4	35
76109	24	4	4	37
76109	25	4	3	17
76109	26	4	3	9
76109	27	3	3	22
76109	28	2	3	27
76109	29	3	3	23
76109	30	3	3	19
76109	31	4	2	28
76109	32	3	2	18
76109	33	4	5	26
76109	34	4	5	24
76109	35	4	5	21
76109	36	4	4	2
76109	37	4	4	3
76109	38	3	3	15
76109	39	3	3	25
76109	40	3	3	45
76109	41	2	3	40
76109	42	2	3	39
76109	43	3	3	33
76109	44	3	4	12
76109	45	3	5	31
76110	1	5	3	5
76110	2	1	3	40
76110	3	3	1	8
76110	4	1	3	42
76110	5	5	3	15
76110	6	1	3	36
76110	7	5	3	10
76110	8	5	3	24
76110	9	1	3	43
76110	10	5	3	6
76110	11	5	3	11
76110	12	1	3	25
76110	13	1	3	28
76110	14	1	3	19
76110	15	3	5	20
76110	16	1	3	12
76110	17	5	3	17
76110	18	1	3	7
76110	19	1	3	18
76110	20	3	1	34
76110	21	3	5	16
76110	22	3	5	45
76110	23	3	1	38
76110	24	3	1	22
76110	25	5	3	9
76110	26	1	3	44
76110	27	3	5	14
76110	28	1	3	21
76110	29	3	5	39
76110	30	5	3	26
76110	31	1	3	29
76110	32	1	3	23
76110	33	1	3	37
76110	34	5	3	2
76110	35	3	1	30
76110	36	3	5	27
76110	37	3	5	41
76110	38	5	3	32
76110	39	1	3	35
76110	40	5	3	1
76110	41	5	3	4
76110	42	3	5	3
76110	43	3	1	33
76110	44	3	1	31
76110	45	3	5	13
76111	1	3	4	45
76111	2	2	4	42
76111	3	4	4	4
76111	4	2	3	43
76111	5	2	3	28
76111	6	2	4	13
76111	7	4	5	7
76111	8	2	4	18
76111	9	3	4	23
76111	10	4	2	36
76111	11	5	1	38
76111	12	4	4	26
76111	13	3	3	39
76111	14	3	4	12
76111	15	3	4	20
76111	16	4	4	3
76111	17	4	2	30
76111	18	4	4	14
76111	19	4	4	15
76111	20	3	4	8
76111	21	5	5	5
76111	22	4	4	41
76111	23	4	4	32
76111	24	5	5	1
76111	25	3	3	22
76111	26	4	5	10
76111	27	3	3	21
76111	28	5	1	33
76111	29	4	5	17
76111	30	5	5	6
76111	31	5	1	34
76111	32	3	4	9
76111	33	4	1	44
76111	34	4	4	11
76111	35	5	5	24
76111	36	2	1	29
76111	37	3	3	25
76111	38	4	1	35
76111	39	4	3	31
76111	40	4	2	37
76111	41	3	3	19
76111	42	3	4	27
76111	43	3	4	40
76111	44	4	5	2
76111	45	3	4	16
76112	1	4	5	45
76112	2	2	2	33
76112	3	4	4	17
76112	4	3	4	8
76112	5	3	4	13
76112	6	3	5	21
76112	7	4	3	10
76112	8	2	2	36
76112	9	4	4	3
76112	10	3	5	20
76112	11	3	2	37
76112	12	4	4	5
76112	13	4	4	31
76112	14	3	4	25
76112	15	2	3	28
76112	16	2	3	35
76112	17	3	4	44
76112	18	3	5	19
76112	19	3	5	16
76112	20	4	4	15
76112	21	2	4	40
76112	22	3	4	32
76112	23	3	5	14
76112	24	3	4	22
76112	25	4	4	7
76112	26	4	5	41
76112	27	4	4	11
76112	28	3	3	27
76112	29	3	4	18
76112	30	4	4	24
76112	31	4	3	6
76112	32	3	2	30
76112	33	3	3	43
76112	34	2	2	38
76112	35	3	3	2
76112	36	3	4	9
76112	37	4	3	4
76112	38	3	3	12
76112	39	4	4	1
76112	40	4	3	26
76112	41	3	3	39
76112	42	2	3	29
76112	43	3	4	42
76112	44	3	4	23
76112	45	2	2	34
76113	1	4	5	17
76113	2	3	5	24
76113	3	2	1	37
76113	4	2	5	8
76113	5	2	5	22
76113	6	4	5	5
76113	7	3	5	2
76113	8	4	5	10
76113	9	3	1	29
76113	10	2	1	44
76113	11	4	1	36
76113	12	2	5	39
76113	13	2	1	40
76113	14	3	5	11
76113	15	4	2	42
76113	16	1	1	28
76113	17	3	1	41
76113	18	2	5	20
76113	19	1	4	16
76113	20	1	3	25
76113	21	5	1	34
76113	22	2	2	14
76113	23	1	5	19
76113	24	4	1	35
76113	25	4	5	15
76113	26	4	5	7
76113	27	3	5	4
76113	28	1	3	26
76113	29	2	1	31
76113	30	2	1	32
76113	31	2	5	23
76113	32	5	5	1
76113	33	3	1	45
76113	34	3	1	38
76113	35	2	5	9
76113	36	5	1	33
76113	37	4	5	18
76113	38	3	5	13
76113	39	3	5	43
76113	40	2	5	3
76113	41	2	4	21
76113	42	5	5	6
76113	43	3	1	30
76113	44	3	5	12
76113	45	3	1	27
76114	1	1	3	22
76114	2	3	3	14
76114	3	3	3	26
76114	4	3	2	8
76114	5	3	2	40
76114	6	3	2	31
76114	7	2	3	3
76114	8	2	3	25
76114	9	3	3	18
76114	10	3	3	42
76114	11	4	2	35
76114	12	3	3	20
76114	13	4	2	27
76114	14	4	2	28
76114	15	3	3	9
76114	16	3	3	15
76114	17	2	2	32
76114	18	3	3	19
76114	19	3	3	24
76114	20	4	4	10
76114	21	2	3	41
76114	22	4	4	4
76114	23	2	2	37
76114	24	3	3	39
76114	25	3	3	23
76114	26	3	3	21
76114	27	2	3	45
76114	28	3	3	16
76114	29	3	4	11
76114	30	4	4	13
76114	31	3	4	17
76114	32	3	4	7
76114	33	4	2	38
76114	34	3	5	5
76114	35	4	5	1
76114	36	3	2	33
76114	37	3	4	2
76114	38	3	3	43
76114	39	3	3	44
76114	40	3	5	6
76114	41	4	2	34
76114	42	4	2	12
76114	43	3	2	30
76114	44	4	1	36
76114	45	3	3	29
76115	1	1	3	35
76115	2	1	1	36
76115	3	1	5	43
76115	4	1	3	28
76115	5	1	3	33
76115	6	1	5	4
76115	7	1	3	31
76115	8	1	3	18
76115	9	1	3	38
76115	10	1	3	41
76115	11	1	3	16
76115	12	1	5	10
76115	13	2	5	7
76115	14	2	5	6
76115	15	2	5	1
76115	16	1	5	12
76115	17	1	3	13
76115	18	1	3	23
76115	19	1	1	30
76115	20	1	3	44
76115	21	1	3	14
76115	22	1	3	8
76115	23	1	3	32
76115	24	1	3	45
76115	25	1	3	20
76115	26	1	3	39
76115	27	1	3	40
76115	28	1	1	29
76115	29	1	5	3
76115	30	1	3	21
76115	31	1	3	19
76115	32	1	1	27
76115	33	1	3	26
76115	34	1	5	11
76115	35	1	3	37
76115	36	1	3	25
76115	37	1	3	22
76115	38	1	3	17
76115	39	1	3	24
76115	40	2	1	34
76115	41	2	5	2
76115	42	1	5	9
76115	43	1	3	15
76115	44	2	5	5
76115	45	1	3	42
76116	1	1	3	43
76116	2	1	3	39
76116	3	4	4	6
76116	4	2	3	12
76116	5	3	3	35
76116	6	4	4	5
76116	7	3	3	7
76116	8	2	3	41
76116	9	2	3	8
76116	10	2	3	42
76116	11	1	3	16
76116	12	3	3	26
76116	13	1	3	23
76116	14	1	3	20
76116	15	1	3	18
76116	16	2	3	31
76116	17	2	3	38
76116	18	2	3	14
76116	19	3	3	4
76116	20	3	3	10
76116	21	2	3	45
76116	22	2	2	33
76116	23	2	3	29
76116	24	2	3	40
76116	25	2	3	32
76116	26	1	3	28
76116	27	2	3	15
76116	28	1	3	22
76116	29	2	3	17
76116	30	2	3	44
76116	31	3	4	11
76116	32	2	3	21
76116	33	3	4	9
76116	34	5	3	36
76116	35	3	4	3
76116	36	5	3	1
76116	37	2	3	19
76116	38	3	5	2
76116	39	2	3	27
76116	40	2	3	37
76116	41	2	3	25
76116	42	2	3	30
76116	43	2	2	34
76116	44	2	3	13
76116	45	2	3	24
76117	1	4	4	28
76117	2	3	3	45
76117	3	4	5	7
76117	4	2	3	31
76117	5	5	4	3
76117	6	2	3	21
76117	7	2	2	37
76117	8	3	3	25
76117	9	3	4	44
76117	10	4	4	33
76117	11	3	3	22
76117	12	3	3	32
76117	13	4	4	4
76117	14	2	1	35
76117	15	3	3	40
76117	16	3	4	18
76117	17	4	4	13
76117	18	4	4	17
76117	19	3	4	15
76117	20	1	2	36
76117	21	4	5	8
76117	22	5	5	5
76117	23	3	5	11
76117	24	3	3	42
76117	25	5	5	1
76117	26	4	4	26
76117	27	3	4	20
76117	28	3	4	12
76117	29	3	3	16
76117	30	3	3	43
76117	31	2	2	30
76117	32	4	4	10
76117	33	3	3	39
76117	34	5	4	9
76117	35	4	4	24
76117	36	3	4	23
76117	37	4	4	6
76117	38	3	1	38
76117	39	4	3	27
76117	40	3	3	19
76117	41	4	5	14
76117	42	5	5	2
76117	43	2	4	41
76117	44	4	4	29
76117	45	2	2	34
76118	1	4	3	8
76118	2	4	3	31
76118	3	4	4	23
76118	4	4	2	38
76118	5	4	4	6
76118	6	4	2	36
76118	7	3	4	26
76118	8	4	4	20
76118	9	3	2	30
76118	10	3	4	5
76118	11	3	4	16
76118	12	3	4	43
76118	13	3	4	13
76118	14	3	3	32
76118	15	3	4	9
76118	16	3	3	42
76118	17	3	3	7
76118	18	3	4	4
76118	19	3	4	22
76118	20	3	3	14
76118	21	3	3	40
76118	22	3	3	44
76118	23	3	3	34
76118	24	3	3	19
76118	25	3	3	11
76118	26	3	3	29
76118	27	3	2	10
76118	28	3	2	24
76118	29	3	2	28
76118	30	3	3	45
76118	31	3	2	27
76118	32	3	3	12
76118	33	3	3	25
76118	34	4	2	35
76118	35	4	4	17
76118	36	3	4	15
76118	37	3	3	41
76118	38	4	4	2
76118	39	3	4	21
76118	40	3	4	3
76118	41	3	4	1
76118	42	2	2	33
76118	43	3	4	18
76118	44	3	3	39
76118	45	3	2	37
76119	1	4	4	11
76119	2	4	4	6
76119	3	4	4	45
76119	4	3	2	42
76119	5	3	4	24
76119	6	3	4	17
76119	7	2	3	19
76119	8	4	2	36
76119	9	2	3	14
76119	10	3	2	38
76119	11	3	3	8
76119	12	4	2	37
76119	13	2	2	15
76119	14	4	2	28
76119	15	4	2	41
76119	16	2	3	23
76119	17	2	3	26
76119	18	3	4	4
76119	19	4	3	32
76119	20	3	3	9
76119	21	2	3	30
76119	22	4	4	1
76119	23	2	3	18
76119	24	4	2	34
76119	25	2	3	20
76119	26	2	3	44
76119	27	3	3	22
76119	28	3	3	31
76119	29	2	2	29
76119	30	3	4	2
76119	31	3	5	7
76119	32	3	3	40
76119	33	4	2	33
76119	34	1	3	25
76119	35	1	2	10
76119	36	2	4	13
76119	37	1	3	16
76119	38	4	2	35
76119	39	3	2	27
76119	40	1	3	21
76119	41	3	2	3
76119	42	2	4	39
76119	43	2	2	12
76119	44	3	4	5
76119	45	3	4	43
76120	1	1	3	18
76120	2	5	3	44
76120	3	3	3	13
76120	4	3	5	12
76120	5	1	4	39
76120	6	5	5	1
76120	7	1	3	15
76120	8	5	4	4
76120	9	3	3	17
76120	10	3	3	11
76120	11	3	3	28
76120	12	1	3	19
76120	13	3	3	29
76120	14	3	5	20
76120	15	1	4	26
76120	16	3	3	2
76120	17	3	3	32
76120	18	1	2	27
76120	19	2	3	7
76120	20	4	4	5
76120	21	3	3	23
76120	22	4	5	24
76120	23	3	3	42
76120	24	4	5	3
76120	25	5	1	36
76120	26	3	3	45
76120	27	3	3	31
76120	28	3	4	9
76120	29	3	3	21
76120	30	3	3	8
76120	31	5	5	6
76120	32	3	3	37
76120	33	3	2	43
76120	34	3	1	33
76120	35	3	3	38
76120	36	3	3	16
76120	37	3	3	22
76120	38	3	3	41
76120	39	2	3	25
76120	40	2	3	14
76120	41	2	3	30
76120	42	2	2	34
76120	43	3	3	35
76120	44	1	3	40
76120	45	4	3	10
76121	1	4	3	20
76121	2	4	3	15
76121	3	4	3	18
76121	4	4	4	14
76121	5	4	4	45
76121	6	4	3	30
76121	7	4	3	25
76121	8	4	3	39
76121	9	4	4	27
76121	10	4	3	44
76121	11	4	4	9
76121	12	4	2	34
76121	13	4	2	37
76121	14	4	4	41
76121	15	5	4	10
76121	16	4	3	16
76121	17	4	2	28
76121	18	4	3	26
76121	19	4	3	21
76121	20	4	4	8
76121	21	4	4	13
76121	22	4	1	33
76121	23	4	2	29
76121	24	4	4	43
76121	25	5	5	6
76121	26	4	2	40
76121	27	5	5	5
76121	28	4	3	32
76121	29	5	5	1
76121	30	4	4	17
76121	31	4	3	12
76121	32	4	4	3
76121	33	4	4	23
76121	34	4	4	42
76121	35	4	4	11
76121	36	4	4	7
76121	37	5	4	2
76121	38	4	3	22
76121	39	4	2	38
76121	40	4	3	19
76121	41	5	4	4
76121	42	4	2	36
76121	43	5	2	35
76121	44	4	4	24
76121	45	4	3	31
76122	1	2	3	43
76122	2	4	1	36
76122	3	1	3	16
76122	4	2	3	19
76122	5	3	4	10
76122	6	2	4	13
76122	7	3	3	8
76122	8	1	2	40
76122	9	3	3	41
76122	10	4	3	5
76122	11	3	3	34
76122	12	2	3	15
76122	13	3	3	32
76122	14	2	3	38
76122	15	1	3	45
76122	16	3	3	33
76122	17	2	4	7
76122	18	1	3	25
76122	19	2	3	23
76122	20	1	3	20
76122	21	1	3	22
76122	22	1	3	29
76122	23	3	3	12
76122	24	2	3	30
76122	25	2	4	6
76122	26	3	4	3
76122	27	2	3	17
76122	28	1	3	18
76122	29	3	2	9
76122	30	1	3	21
76122	31	1	3	39
76122	32	2	4	4
76122	33	2	5	2
76122	34	2	5	11
76122	35	1	3	35
76122	36	1	2	44
76122	37	2	2	24
76122	38	3	4	1
76122	39	1	3	37
76122	40	1	3	42
76122	41	2	2	27
76122	42	1	2	31
76122	43	3	2	26
76122	44	2	2	14
76122	45	1	1	28
76123	1	1	1	8
76123	2	1	1	23
76123	3	2	1	29
76123	4	1	1	16
76123	5	1	1	44
76123	6	2	3	10
76123	7	2	2	20
76123	8	2	2	25
76123	9	2	1	12
76123	10	2	1	3
76123	11	2	2	45
76123	12	3	2	34
76123	13	3	3	36
76123	14	2	2	17
76123	15	1	1	14
76123	16	2	2	37
76123	17	2	2	22
76123	18	2	3	9
76123	19	3	4	4
76123	20	2	2	39
76123	21	2	1	19
76123	22	2	1	26
76123	23	1	1	31
76123	24	2	2	38
76123	25	1	3	35
76123	26	1	2	21
76123	27	2	3	42
76123	28	1	3	28
76123	29	1	2	41
76123	30	1	1	15
76123	31	1	1	24
76123	32	1	1	18
76123	33	2	3	2
76123	34	1	3	32
76123	35	1	2	27
76123	36	3	3	1
76123	37	2	1	43
76123	38	1	2	33
76123	39	1	2	30
76123	40	1	1	13
76123	41	1	1	11
76123	42	1	1	40
76123	43	2	3	6
76123	44	2	3	7
76123	45	3	3	5
76124	1	2	1	32
76124	2	1	2	29
76124	3	1	3	42
76124	4	2	3	20
76124	5	2	2	40
76124	6	1	3	13
76124	7	3	3	30
76124	8	2	1	36
76124	9	2	4	34
76124	10	2	2	22
76124	11	2	2	31
76124	12	4	5	1
76124	13	3	5	6
76124	14	3	4	25
76124	15	2	1	33
76124	16	3	3	23
76124	17	2	4	24
76124	18	2	4	2
76124	19	2	2	16
76124	20	1	2	27
76124	21	3	3	43
76124	22	2	5	7
76124	23	1	2	44
76124	24	1	3	41
76124	25	2	4	26
76124	26	2	2	38
76124	27	1	3	8
76124	28	2	1	37
76124	29	2	1	35
76124	30	2	4	17
76124	31	2	2	18
76124	32	2	2	28
76124	33	3	5	3
76124	34	2	2	19
76124	35	3	3	15
76124	36	2	3	45
76124	37	3	4	5
76124	38	3	4	11
76124	39	2	1	21
76124	40	3	3	39
76124	41	3	4	9
76124	42	3	4	4
76124	43	3	4	10
76124	44	3	3	12
76124	45	2	3	14
76125	1	3	4	21
76125	2	3	4	23
76125	3	2	4	26
76125	4	3	3	12
76125	5	3	4	37
76125	6	2	4	45
76125	7	3	2	36
76125	8	4	4	13
76125	9	3	2	31
76125	10	2	4	24
76125	11	3	3	4
76125	12	2	2	2
76125	13	4	4	14
76125	14	2	2	29
76125	15	3	3	11
76125	16	2	2	33
76125	17	4	4	10
76125	18	3	4	5
76125	19	2	2	38
76125	20	2	2	41
76125	21	2	4	15
76125	22	3	4	6
76125	23	1	4	18
76125	24	3	4	9
76125	25	2	4	43
76125	26	2	4	25
76125	27	3	4	3
76125	28	4	4	44
76125	29	3	2	35
76125	30	3	4	42
76125	31	3	4	16
76125	32	3	2	34
76125	33	2	2	40
76125	34	3	4	39
76125	35	4	4	1
76125	36	3	1	30
76125	37	3	2	8
76125	38	2	2	28
76125	39	3	4	17
76125	40	3	4	20
76125	41	2	4	19
76125	42	3	2	22
76125	43	3	3	32
76125	44	3	3	7
76125	45	4	2	27
76126	1	3	4	1
76126	2	3	1	36
76126	3	3	3	45
76126	4	3	3	33
76126	5	3	3	28
76126	6	4	3	12
76126	7	3	3	21
76126	8	3	3	13
76126	9	3	3	32
76126	10	3	3	35
76126	11	3	3	37
76126	12	3	3	42
76126	13	3	3	23
76126	14	3	3	18
76126	15	4	2	34
76126	16	4	5	4
76126	17	4	3	30
76126	18	3	3	40
76126	19	3	3	41
76126	20	3	3	31
76126	21	4	5	10
76126	22	4	5	15
76126	23	3	3	38
76126	24	3	3	3
76126	25	3	3	20
76126	26	3	3	27
76126	27	3	3	43
76126	28	4	5	17
76126	29	4	4	2
76126	30	3	3	19
76126	31	3	3	11
76126	32	3	3	8
76126	33	3	3	14
76126	34	4	4	26
76126	35	4	3	7
76126	36	4	4	29
76126	37	3	3	22
76126	38	4	5	25
76126	39	4	5	39
76126	40	4	5	5
76126	41	4	5	6
76126	42	3	3	44
76126	43	4	5	24
76126	44	4	5	9
76126	45	3	3	16
76127	1	1	4	10
76127	2	1	3	35
76127	3	1	3	39
76127	4	1	3	32
76127	5	1	3	7
76127	6	1	4	3
76127	7	1	4	4
76127	8	1	3	41
76127	9	1	3	20
76127	10	1	3	18
76127	11	1	4	13
76127	12	1	4	14
76127	13	1	4	6
76127	14	1	3	27
76127	15	1	3	43
76127	16	1	3	16
76127	17	1	2	28
76127	18	1	3	45
76127	19	1	3	9
76127	20	1	3	24
76127	21	1	4	5
76127	22	1	3	15
76127	23	1	3	42
76127	24	1	3	26
76127	25	2	4	1
76127	26	2	2	36
76127	27	1	4	11
76127	28	1	2	33
76127	29	1	2	29
76127	30	2	2	38
76127	31	2	4	2
76127	32	2	2	34
76127	33	1	3	23
76127	34	1	3	19
76127	35	1	3	22
76127	36	1	3	25
76127	37	1	3	12
76127	38	1	3	30
76127	39	1	3	40
76127	40	1	3	44
76127	41	1	3	17
76127	42	1	2	37
76127	43	1	3	21
76127	44	1	3	8
76127	45	1	2	31
76128	1	1	3	22
76128	2	2	5	5
76128	3	2	1	35
76128	4	3	5	10
76128	5	2	3	13
76128	6	1	3	20
76128	7	1	3	23
76128	8	2	4	3
76128	9	2	1	36
76128	10	2	4	8
